indice_tiempo,estacionales,ipc_nucleo,ipc_regulados
2024-11-01,-0.01201997031995028,0.027148338562957175,0.035436502986155194
2024-12-01,-0.014049630005396607,0.03197281506150129,0.033739790036057205
2025-01-01,0.00355954073908471,0.02397689431239436,0.026133785432829404
2025-02-01,-0.008186981698089513,0.029203528091388264,0.02321236815959038
2025-03-01,0.0844043582818681,0.031927902426889476,0.03207746086008356
2025-04-01,0.01882175734300362,0.032147159664202674,0.017700455867495135
2025-05-01,-0.02731481117783463,0.021972650333935473,0.013125263584931934
2025-06-01,-0.002141344510918297,0.017137349662716073,0.02225695147090878
2025-07-01,0.04051481646059529,0.014791483194941168,0.023055550579646145
2025-08-01,-0.007913755621061114,0.020449004208132004,0.02668472682030898
2025-09-01,0.022028328527229135,0.01895876192364887,0.026343571065729154
2025-10-01,0.0279357735173682,0.022167187118103504,0.025649365238820998
2025-11-01,0.0042531980548674575,0.026389973653884624,0.028887464145627373
2025-12-01,0.006076642674375021,0.03033892113375969,0.03290720472648134
2026-01-01,0.05707291638385126,0.02630369065853122,0.024302373998006166
2026-02-01,-0.012753259420706708,0.030753751896320347,0.042508903797412456
2026-03-01,0.010459136228223143,0.031889458451843655,0.050824294123172686
